﻿IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4
Prodigy Polearm,,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also reduces foe's Atk/Def during combat by X% of unit's Spd at start of combat (X = 5 x number of unit's max HP and Atk/Spd/Def/Res stats that are no more than 5 higher than foe's corresponding stats at start of combat, +10).",Lance,slaying,1,minon,0,,,,,,,Caeldori,,,
Inseverable Spear,,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 2 spaces of an ally, grants the following effects to unit and allies within 2 spaces of unit for 1 turn: ""unit can move to a space adjacent to an ally within 2 spaces"" and 【Dual Strike】. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",Lance,slaying,1,is chrismaaas,0,,,,,,,WI!Cordelia,,,
Dreaming Spear,,16,1,"Accelerates Special trigger (cooldown count-1). Grants Atk/Spd/Def/Res+5. If unit is on a team with two allies in a support-partner pair (excluding unit), unit makes a guaranteed follow-up attack, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), deals damage = 20% of unit's Res, and reduces damage from foe's attacks by 20% of unit's Res during combat (excluding area-of-effect Specials).",Lance,slaying,1,Mining Away,0,,,,,,,Chloé,,,
Command Lance,,16,1,"If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and reduces damage from foe's first attack by 40%.",Lance,Maybe it's the way you're dressed,0,,,,,,,,,Sigurn,,,
Queenslance,,16,1,"If 【Bonus】 is active on unit, enables 【Canto (Rem. +1)】. Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+X to unit during combat (X = 5 + highest bonus on each stat between unit and unit's support partners; calculates each stat bonus independently), reduces damage from foe's first attack during combat by 40%, and also, if 【Bonus】 is active on unit, foe cannot make a follow-up attack.",Lance,slaying,1,haiiiii,0,,,,,,,Geoffery,,,
Frelian Lance,,16,1,"Accelerates special trigger (cooldown count-1). At start of turn, grants ""neutralizes 'effective against flying' bonuses"" to flying allies within 2 spaces of unit for 1 turn. If foe initiates combat for foe's HP ≥ 75% at start of combat, grants Atk+6 to unit, inflicts Atk-6 on foe, inflicts penalty on foe's Atk/Def = 20% of unit's Def at start of combat, and reduces damage from foe's first attack by 40% during combat.",Lance,slaying,1,Official Nintendo Licensed Product,0,,,,,,,Gilliam,,,
Masked Lance,,16,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and inflicts penalty on foe's Atk/Def/Res during combat = 20% of unit's Res at start of combat.",Lance,how can a lance be masked,0,,,,,,,,,Conrad,,,
Valbar's Lance,,16,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit during combat, and also, if foe initiates combat, reduces damage from foe's follow-up attack by 60% during combat. (For standard weapons, ""follow-up attack"" means the second strike. For weapons that grant ""unit attacks twice,"" it means the third and fourth strikes).",Lance,it's his lance,0,,,,,,,,,Valbar,,,
Revenger Lance,,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat, and also, if foe's HP ≥ 75% at start of combat, unit makes a guaranteed follow-up attack during combat.",Lance,slaying,1,"WHY, WHY DID YOU DO THAT?????",0,,,,,,,Cormag,,,
Chon'sin Sprig,,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, inflicts penalty on foe's Spd/Def = 25% of foe's Atk at start of combat - 8 (max 10, min 0), reduces damage from foe's first attack by 40%, and grants Special cooldown charge +1 to unit per attack during combat. (Only highest value applied; does not stack.)",Lance,slaying,1,they put slaying on anything these days geez,0,,,,,,,BR!Say'ri,,,
Ilian Merc Lance,,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if number of allies adjacent to unit ≤ 2, grants 【Dodge】 and ""neutralizes foe's bonuses during combat"" to unit and support partners within 2 spaces of unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Atk/Spd/Def/Res+5 to unit during combat and deals damage = 15% of foe's Atk, including when dealing damage with a Special triggered before combat.",Lance,slaying,1,insert Xenoblade 3 thingy,0,,,,,,,Noah,,,
Surfer's Spade,,16,1,"Enables 【Canto (Rem. +1)】. Grants Spd+5. Unit attacks twice (even if foe initiates combat, unit attacks twice). Deals damage = 20% of unit's Spd during combat (excluding area-of-effect Specials).",Lance,canto,12,spdBoost,5,BraveBW,hey that one's purple,0,,,,SU!Shez,,,
Thracia Kinglance,,16,1,"Neutralizes ""effective against flying"" bonuses. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+4 to unit, inflicts Atk-X on foe (X = 15% of unit's Def at start of combat), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",Lance,nullEffFly,0,Silver Lance???,0,,,,,,,Travant,,,
Heired Gungnir,,16,1,"Neutralizes ""effective against flying"" bonuses. Grants Def+3. At start of turn, if unit's HP ≥ 25%, grants Atk/Def+6 and 【Charge】 to unit and flying allies within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and deals damage = 15% of unit's Def (excluding area-of-effect Specials) during combat.",Lance,nullEffFly,0,defBoost,3,neat,0,,,,,Arion,,,
Hyperion Lance,,16,1,"Effective against cavalry foes. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+4 to unit, inflicts Atk/Spd/Def-X on foe (X = 10% of unit's Def at start of combat), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). ",Lance,,,,,,,,,,,Heath,,,
Inspirited Spear,,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if any foe is within 3 rows or 3 columns centered on unit, grants Spd/Def+6 to unit and allies within 2 spaces of unit for 1 turn. At start of enemy phase, for foes within 3 rows or 3 columns centered on unit, inflicts 【Guard】on foe, and also, if foe's attack can trigger foe's Special, foe's Special cooldown count ≤ 1, and foe's Def < unit's Def, inflicts Special cooldown count+1 on foe (cannot exceed foe's maximum Special cooldown). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and inflicts Atk/Spd/Def-X on foe during combat (X = 15% of unit's Def at start of combat), deals damage = 40% of unit's Def when Special triggers (excluding area-of-effect Specials), and restores 7 HP to unit after combat.",Lance,slaying,1,meat,0,,,,,,,H!Timerra,,,
Worldly Lance,,16,1,,Lance,,,,,,,,,,,Mycen,,,
Scarlet Spear,,11,1,,Lance,,,,,,,,,,,NI!Zelgius,,,
Guarding Lance,,16,1,,Lance,,,,,,,,,,,Isadora,,,
Black Yule Lance,,16,1,,Lance,,,,,,,,,,,WI!Edelgard,,,
Iron Axe,,6,1,,Axe,,,,,,,,,,,,,,
Steel Axe,,8,1,,Axe,,,,,,,,,,,,,,
Silver Axe,,11,1,,Axe,,,,,,,,,,,,,,
Silver Axe+,,15,1,,Axe,,,,,,,,,,,,,,
Brave Axe,,5,1,,Axe,,,,,,,,,,,,,,
,,8,1,,Axe,,,,,,,,,,,,,,
Emerald Axe,,8,1,,Axe,,,,,,,,,,,,,,
,,12,1,,Axe,,,,,,,,,,,,,,
Killer Axe,,7,1,,Axe,,,,,,,,,,,,,,
,,11,1,,Axe,,,,,,,,,,,,,,
Slaying Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Hammer,,8,1,,Axe,,,,,,,,,,,,,,
,,12,1,,Axe,,,,,,,,,,,,,,
Slaying Hammer,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Poleaxe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Legion's Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Wo Gùn,,9,1,,Axe,,,,,,,,,,,,,,
,,13,1,,Axe,,,,,,,,,,,,,,
Firesweep Axe,,11,1,,Axe,,,,,,,,,,,,,,
,,15,1,,Axe,,,,,,,,,,,,,,
Rearguard,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Guard Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Barrier Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Reprisal Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Steadfast Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Carrot Axe,,9,1,,Axe,,,,,,,,,,,,,,
,,13,1,,Axe,,,,,,,,,,,,,,
Melon Brusher,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Lilith Floatie,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Handbell,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Sack o' Gifts,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Hagoita,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Giant Spoon,,10,1,,Axe,,,,,,,,,,,,,,
,,13,1,,Axe,,,,,,,,,,,,,,
Ardent Service,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Beach Banner,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Hack-o'-Lantern,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Faithful Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Shoreline Rake,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Huge Fan,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Deck Swabber,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Plegian Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Springy Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Love Candelabra,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Victorfish,,10,1,,Axe,You know what that means,0,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Ninja Masakari,,6,1,,Axe,,,,,,,,,,,,,,
,,9,1,,Axe,,,,,,,,,,,,,,
Helmsman Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Instant Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Unbound Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Shuriken Cleaver,,6,1,,Axe,,,,,,,,,,,,,,
,,9,1,,Axe,,,,,,,,,,,,,,
Spirited Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Rein Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Seahorse Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Vulture Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Stout Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Petalfall Vase,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Defier's Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Allied Axe,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Wooden Tackle,,10,1,,Axe,,,,,,,,,,,,,,
,,14,1,,Axe,,,,,,,,,,,,,,
Wind Tribe Club,,10,1,,Axe,,,,,,,,,,,,,,
Wind Tribe Club+,,14,1,,Axe,,,,,,,,,,,,,,
Arcane Downfall,,,1,,Axe,,,,,,,,,,,,,,
Arcane Þrima,,16,,,Axe,,,,,,,,,,,,,,
Dolphin-Dive Axe,,,1,,Axe,,,,,,,,,,,SU!Caeda,,,
Masking Axe,,,1,,Axe,,,,,,,,,,,Gerone,,,
Fair-Fury Axe,,,1,,Axe,,,,,,,,,,,Charlotte,,,
Whirling Grace,,,1,,Axe,,,,,,,,,,,CF!Larcei,,,
Auto-Lofnheiðr,,,1,,Axe,,,,,,,,,,,Ótr,,,
Nifl's Bite,,,1,,Axe,,,,,,,,,,,A!Fjorm,,,
Armads,,,1,,Axe,,,,,,,,,,,Hector,,,
Hauteclere,,,1,,Axe,,,,,,,,,,,Minerva,,,
Nóatún,,,1,,Axe,,,,,,,,,,,Anna,,,
Urvan,,,1,,Axe,,,,,,,,,,,B!Ike,,,
Urðr,,,1,,Axe,,,,,,,,,,,DA!Azura,,,
Stout Tomahawk,,,1,,Axe,,,,,,,,,,,Dorcas,,,
Basilikos,,,1,,Axe,,,,,,,,,,,Raven,Linus,,
Berserk Armads,,,1,,Axe,,,,,,,,,,,Hector,V!Hector,,
Camilla's Axe,,,1,,Axe,,,,,,,,,,,Camilla,,,
Thunder Armads,,,1,,Axe,,,,,,,,,,,L!Hector,,,
Draconic Poleax,,,1,,Axe,,,,,,,,,,,Titania,,,
Wolf Berg,,,1,,Axe,,,,,,,,,,,Walhart,,,
Garm,,,1,,Axe,,,,,,,,,,,B!Ephraim,,,
Cherche's Axe,,,1,,Axe,,,,,,,,,,,Cherche,,,
Býleistr,,,1,,Axe,,,,,,,,,,,Helbindi,,,
Axe of Virility,,,1,,Axe,,,,,,,,,,,Bartre,,,
Sinmara,,,1,,Axe,,,,,,,,,,,Surtr,,,
Grado Poleax,,,1,,Axe,,,,,,,,,,,Amelia,,,
Eldhrímnir,,,1,,Axe,,,,,,,,,,,SP!Felicia,,,
Victorious Axe,,,1,,Axe,,,,,,,,,,,Edelgard,,,
Beruka's Axe,,,1,,Axe,,,,,,,,,,,Beruka,,,
Freikugel,,,1,,Axe,,,,,,,,,,,TH!Hilda,,,
Guardian's Axe,,,1,,Axe,,,,,,,,,,,Hawkeye,,,
Frederick's Axe,,,1,,Axe,,,,,,,,,,,Frederick,,,
Arthur's Axe,,,1,,Axe,,,,,,,,,,,Arthur,,,
Vouge,,,1,,Axe,,,,,,,,,,,Osian,,,
Mirage Axe,,,1,,Axe,,,,,,,,,,,Mamori,,,
Devil Axe,,,1,,Axe,,,,,,,,,,,Barst,,,
Scepter of Love,,,1,,Axe,,,,,,,,,,,V!Alm,,,
Crusher,,,1,,Axe,,,,,,,,,,,Annette,,,
Bun-Bun Baton,,,1,,Axe,,,,,,,,,,,SP!Fir,,,
Inveterate Axe,,,1,,Axe,,,,,,,,,,,Gunter,,,
Rinkah's Club,,,1,,Axe,,,,,,,,,,,Rinkah,,,
Aymr,,,1,,Axe,,,,,,,,,,,L!Edelgard,,,
Dragoon Axe,,,1,,Axe,,,,,,,,,,,CH!Minerva,,,
Runeaxe,,,1,,Axe,,,,,,,,,,,Narcian,,,
Crimson Axe,,,1,,Axe,,,,,,,,,,,Sheena,,,
Sneering Axe,,,1,,Axe,,,,,,,,,,,Legion,,,
Hel's Reaper,,,1,,Axe,,,,,,,,,,,Hel,,,
Gate-Anchor Axe,,,1,,Axe,,,,,,,,,,,PI!Veronica,,,
Flower Hauteclere,,,1,,Axe,,,,,,,,,,,B!Edelgard,,,
Talregan Axe,,,1,,Axe,,,,,,,,,,,Jill,,,
Twin Star Axe,,,1,,Axe,,,,,,,,,,,NI!Laevatein,,,
Tiger-Roar Axe,,,1,,Axe,,,,,,,,,,,Dieck,,,
Loyalist Axe,,,1,,Axe,,,,,,,,,,,V!Gustav,,,
Goddess Axe,,,1,,Axe,,,,,,,,,,,Lex,,,
Skinfaxi,,,1,,Axe,,,,,,,,,,,Dagr,,,
Axe of Despair,,,1,,Axe,,,,,,,,,,,FA!F!Morgan,,,
Wedding-Bell Axe,,,1,,Axe,,,,,,,,,,,BR!Catria,,,
Fanged Basilikos,,,1,,Axe,,,,,,,,,,,Linus,,,
War-God Mjölnir,,,1,,Axe,,,,,,,,,,,Thórr,,,
Inviolable Axe,,,1,,Axe,,,,,,,,,,,Libra,,,
Gerbera Axe,,,1,,Axe,,,,,,,,,,,V!Lucina,,,
Pastel Poleaxe,,,1,,Axe,,,,,,,,,,,SP!Maria,,,
Large War Axe,,,1,,Axe,,,,,,,,,,,CH!Boyd,,,
Headsman Glitnir,,,1,,Axe,I am Gustav. My flesh has been reconstructed by the dread power of Hel.,0,,,,,,,,,FA!Gustav,,,
Blazing Polearms,,,1,,Axe,,,,,,,,,,,BR!Roy,,,
Unyielding Oar,,,1,,Axe,,,,,,,,,,,SU!Dimitri,,,
Ebon Bölverk,,,1,,Axe,,,,,,,,,,,L!Xander,,,
Tempest's Claw,,,1,,Axe,,,,,,,,,,,Haar,,,
Fuming Freikugel,,,1,,Axe,,,,,,,,,,,A!TH!Hilda,,,
Crimson War-Axe,,,1,,Axe,,,,,,,,,,,F!Shez,,,
Wyvern Ono,,,1,,Axe,,,,,,,,,,,NI!Cherche,,,
Aurgelmir,,,1,,Axe,,,,,,,,,,,Hans,,,
Solemn Axe,,,1,,Axe,,,,,,,,,,,WI!Black Knight,,,
Sisterly War Axe,,,1,,Axe,,,,,,,,,,,SP!Karla,,,
Valiant War Axe,,,1,,Axe,,,,,,,,,,,CH!Hector,,,
Dead-Fang Axe,,,1,,Axe,,,,,,,,,,,FA!Linus,,,
Wyvern Hatchet,,,1,,Axe,,,,,,,,,,,Murdock,,,
Seafoam Splitter,,,1,,Axe,,,,,,,,,,,SU!Ephraim,,,
Father's-Son Axe,,10,1,,Axe,,,,,,,,,,,Ross,,,
Desert-Tiger Axe,,,1,,Axe,,,,,,,,,,,Gerik,,,
Western Axe,,,1,,Axe,,,,,,,,,,,Echidna,,,
Payday Pouch,,,1,,Axe,,,,,,,,,,,H!E!Anna,,,
Flower of Caring,,16,1,,Axe,,,,,,,,,,,X!Peony,,,
Flame Battleaxe,,,1,,Axe,,,,,,,,,,,Flame Emperor,,,
Corsair Cleaver,,,1,,Axe,,,,,,,,,,,Fargus,,,
Blue Yule Axe,,16,1,,Axe,,,,,,,,,,,WI!Dimitri,,,
Fortune Bow,Fortune Bow,8,2,,Bow,,,,,,,,,,,,,,
Fortune Bow+,Fortune Bow+,12,2,,Bow,,,,,,,,,,,,,,
Spendthrift Bow,Spendthrift Bow,8,2,,Bow,,,,,,,,,,,,,,
Spendthrift Bow+,Spendthrift Bow+,12,2,,Bow,,,,,,,,,,,,,,
Coral Bow,Coral Bow,8,2,,Bow,,,,,,,,,,,,,,
Coral Bow+,Coral Bow+,12,2,,Bow,,,,,,,,,,,,,,
Helm Bow,Helm Bow,8,2,,Bow,,,,,,,,,,,,,,
Helm Bow+,Helm Bow+,12,2,,Bow,,,,,,,,,,,,,,
Guardian's Bow,Guardian's Bow,14,2,,Bow,,,,,,,,,,,Igrene,,,
Rose-Quartz Bow,Rose-Quartz Bow,14,2,,Bow,,,,,,,,,,,BR!Shanna,,,
Ninja Yumi,Ninja Yumi,4,2,,Bow,,,,,,,,,,,,,,
Ninja Yumi+,Ninja Yumi+,7,2,,Bow,,,,,,,,,,,,,,
Rapid-Crier Bow,Rapid-Crier Bow,14,2,,Bow,,,,,,,,,,,Neimi,,,
Destiny's Bow,Destiny's Bow,14,2,,Bow,,,,,,,,,,,V!Chrom,,,
Fujin-Raijin Yumi,Fujin-Raijin Yumi,14,2,,Bow,,,,,,,,,,,L!Hinoka,,,
Aptitude Arrows,,,2,,Bow,,,,,,,,,,,Cyril,,,
Develish Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Courtly Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Reindeer Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Whitecap Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Whitewind Bow,,,2,,Bow,,,,,,,,,,,,,,
Whitewind Bow+,,,2,,Bow,,,,,,,,,,,,,,
Flamefrost Bow,,,2,,Bow,,,,,,,,,,,NI!Laegjarn,,,
Bow of Repose,,,2,,Bow,,,,,,,,,,,SP!Bernadetta,,,
Partnership Bow,,,2,,Bow,,,,,,,,,,,SU!Shamir,,,
Thögn,,,2,,Bow,,,,,,,,,,,L!Lucina,,,
Deep-Blue Bow,,,2,,Bow,,,,,,,,,,,SU!Lyn,,,
Randgríðr,,,2,,Bow,,,,,,,,,,,L!Chrom,,,
Daniel-Made Bow,,,2,,Bow,,,,,,,,,,,Jorge,,,
Indignant Bow,,,2,,Bow,,,,,,,,,,,Rowan,,,
Holy Yewfelle,,,2,,Bow,,,,,,,,,,,Ullr,,,
Kabura Ya,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Big-Catch Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Springy Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Kumo Yumi,,,2,,Bow,,,,,,,,,,,,,,
Kumo Yumi+,,,2,,Bow,,,,,,,,,,,,,,
Mermaid Bow,,,2,,Bow,,,,,,,,,,,PI!Hinoka,,,
Damiell Bow,,,2,,Bow,,,,,,,,,,,Astrid,,,
Jötnar Bow,,,2,,Bow,,,,,,,,,,,NY!Dagr,,,
Quick Mulagir,,,2,,Bow,,,,,,,,,,,L!Lyn,,,
Snide Bow,,,2,,Bow,,,,,,,,,,,Python,,,
Duskbloom Bow,,,2,,Bow,,,,,,,,,,,V!Leo,,,
Heartbroker Bow,,,2,,Bow,,,,,,,,,,,BR!Anna,,,
Swift Mulagir,,,2,,Bow,,,,,,,,,,,Sue,,,
Survivalist Bow,,,2,,Bow,,,,,,,,,,,Shamir,,,
Sacaen-Wolf Bow,,,2,,Bow,,,,,,,,,,,,,,
Iron Bow,,,2,,Bow,,,,,,,,,,,,,,
Steel Bow,,,2,,Bow,,,,,,,,,,,,,,
Silver Bow,,,2,,Bow,,,,,,,,,,,,,,
Silver Bow+,,,2,,Bow,,,,,,,,,,,,,,
Brave Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Killer Bow,,,2,,Bow,,,,,,,,,,,,,,
,,,2,,Bow,,,,,,,,,,,,,,
Assassin's Bow,,,2,,Bow,,,,,,,,,,,,,,
